"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","9_SC1","10_Ssh1","11_SC2","12_Ssh2"
"ENSG00000137996","RTCA","ENSG00000137996_RTCA","protein_coding","chr1",100266216,100292769,"+",1065,639,601,695
"ENSG00000138002","IFT172","ENSG00000138002_IFT172","protein_coding","chr2",27444377,27489805,"-",444,317,215,227
"ENSG00000138018","SELENOI","ENSG00000138018_SELENOI","protein_coding","chr2",26308547,26395885,"+",3576,1281,1707,2148
"ENSG00000138028","CGREF1","ENSG00000138028_CGREF1","protein_coding","chr2",27098889,27119128,"-",434,488,257,491
"ENSG00000138029","HADHB","ENSG00000138029_HADHB","protein_coding","chr2",26243170,26290465,"+",3834,3172,2058,2902
"ENSG00000138030","KHK","ENSG00000138030_KHK","protein_coding","chr2",27086772,27100762,"+",389,280,297,349
"ENSG00000138031","ADCY3","ENSG00000138031_ADCY3","protein_coding","chr2",24819169,24920237,"-",3127,2252,1925,2800
"ENSG00000138032","PPM1B","ENSG00000138032_PPM1B","protein_coding","chr2",44167969,44244384,"+",524,332,270,372
"ENSG00000138035","PNPT1","ENSG00000138035_PNPT1","protein_coding","chr2",55634061,55693863,"-",2200,836,1172,1171
"ENSG00000138036","DYNC2LI1","ENSG00000138036_DYNC2LI1","protein_coding","chr2",43774039,43810010,"+",339,380,224,416
"ENSG00000138050","THUMPD2","ENSG00000138050_THUMPD2","protein_coding","chr2",39736060,39779267,"-",380,180,164,231
"ENSG00000138061","CYP1B1","ENSG00000138061_CYP1B1","protein_coding","chr2",38066973,38109902,"-",253,1418,147,1185
"ENSG00000138069","RAB1A","ENSG00000138069_RAB1A","protein_coding","chr2",65070696,65130331,"-",4126,3125,3075,3762
"ENSG00000138071","ACTR2","ENSG00000138071_ACTR2","protein_coding","chr2",65227788,65271253,"+",13112,8703,7295,9554
"ENSG00000138073","PREB","ENSG00000138073_PREB","protein_coding","chr2",27130756,27134666,"-",2774,1540,1790,2000
"ENSG00000138074","SLC5A6","ENSG00000138074_SLC5A6","protein_coding","chr2",27199587,27212958,"-",2739,938,1409,1695
"ENSG00000138078","PREPL","ENSG00000138078_PREPL","protein_coding","chr2",44316281,44361862,"-",1859,995,1015,1334
"ENSG00000138081","FBXO11","ENSG00000138081_FBXO11","protein_coding","chr2",47789316,47906498,"-",2011,1331,1273,1896
"ENSG00000138083","SIX3","ENSG00000138083_SIX3","protein_coding","chr2",44941702,44946071,"+",4,23,17,27
"ENSG00000138085","ATRAID","ENSG00000138085_ATRAID","protein_coding","chr2",27212041,27217178,"+",2585,2658,1576,2327
"ENSG00000138092","CENPO","ENSG00000138092_CENPO","protein_coding","chr2",24793136,24822376,"+",1935,558,794,954
"ENSG00000138095","LRPPRC","ENSG00000138095_LRPPRC","protein_coding","chr2",43886224,43996226,"-",10624,5194,5361,7000
"ENSG00000138101","DTNB","ENSG00000138101_DTNB","protein_coding","chr2",25377198,25673647,"-",367,347,231,313
"ENSG00000138107","ACTR1A","ENSG00000138107_ACTR1A","protein_coding","chr10",102461881,102502712,"-",6180,4939,3827,5273
"ENSG00000138111","MFSD13A","ENSG00000138111_MFSD13A","protein_coding","chr10",102461395,102477045,"+",355,325,185,341
"ENSG00000138119","MYOF","ENSG00000138119_MYOF","protein_coding","chr10",93306429,93482334,"-",5130,3237,2490,3236
"ENSG00000138131","LOXL4","ENSG00000138131_LOXL4","protein_coding","chr10",98247690,98268194,"-",0,24,0,0
"ENSG00000138134","STAMBPL1","ENSG00000138134_STAMBPL1","protein_coding","chr10",88879734,88975153,"+",504,136,246,353
"ENSG00000138138","ATAD1","ENSG00000138138_ATAD1","protein_coding","chr10",87751512,87841361,"-",2696,1893,1478,2474
"ENSG00000138160","KIF11","ENSG00000138160_KIF11","protein_coding","chr10",92574105,92655395,"+",7227,1311,2402,1990
"ENSG00000138162","TACC2","ENSG00000138162_TACC2","protein_coding","chr10",121989163,122254545,"+",630,634,300,593
"ENSG00000138166","DUSP5","ENSG00000138166_DUSP5","protein_coding","chr10",110497907,110511533,"+",1383,937,1978,3373
"ENSG00000138172","CALHM2","ENSG00000138172_CALHM2","protein_coding","chr10",103446786,103452402,"-",707,760,523,975
"ENSG00000138175","ARL3","ENSG00000138175_ARL3","protein_coding","chr10",102673731,102714397,"-",1144,837,600,1041
"ENSG00000138180","CEP55","ENSG00000138180_CEP55","protein_coding","chr10",93496612,93529092,"+",3949,632,1248,1038
"ENSG00000138182","KIF20B","ENSG00000138182_KIF20B","protein_coding","chr10",89701590,89774939,"+",4261,820,1256,1161
"ENSG00000138190","EXOC6","ENSG00000138190_EXOC6","protein_coding","chr10",92826831,93059493,"+",429,176,167,197
"ENSG00000138231","DBR1","ENSG00000138231_DBR1","protein_coding","chr3",138160988,138174949,"-",672,307,388,413
"ENSG00000138246","DNAJC13","ENSG00000138246_DNAJC13","protein_coding","chr3",132417502,132539032,"+",2325,1189,1199,1554
"ENSG00000138271","GPR87","ENSG00000138271_GPR87","protein_coding","chr3",151294086,151316820,"-",1366,1226,826,1112
"ENSG00000138279","ANXA7","ENSG00000138279_ANXA7","protein_coding","chr10",73375101,73414076,"-",2284,1692,1516,2092
"ENSG00000138286","FAM149B1","ENSG00000138286_FAM149B1","protein_coding","chr10",73168119,73244504,"+",345,180,166,135
"ENSG00000138303","ASCC1","ENSG00000138303_ASCC1","protein_coding","chr10",72096032,72217134,"-",783,661,538,797
"ENSG00000138326","RPS24","ENSG00000138326_RPS24","protein_coding","chr10",78033760,78056813,"+",22584,13511,14919,16155
"ENSG00000138336","TET1","ENSG00000138336_TET1","protein_coding","chr10",68560337,68694487,"+",213,153,95,127
"ENSG00000138346","DNA2","ENSG00000138346_DNA2","protein_coding","chr10",68414064,68472121,"-",864,186,347,269
"ENSG00000138347","MYPN","ENSG00000138347_MYPN","protein_coding","chr10",68087897,68212017,"+",217,316,137,431
"ENSG00000138356","AOX1","ENSG00000138356_AOX1","protein_coding","chr2",200586014,200677064,"+",192,146,173,128
"ENSG00000138363","ATIC","ENSG00000138363_ATIC","protein_coding","chr2",215311956,215349773,"+",5203,2855,3088,3638
"ENSG00000138375","SMARCAL1","ENSG00000138375_SMARCAL1","protein_coding","chr2",216412383,216483053,"+",1339,1080,748,1286
"ENSG00000138376","BARD1","ENSG00000138376_BARD1","protein_coding","chr2",214725646,214809683,"-",723,141,231,232
"ENSG00000138378","STAT4","ENSG00000138378_STAT4","protein_coding","chr2",191029576,191178435,"-",17,73,16,26
"ENSG00000138380","CARF","ENSG00000138380_CARF","protein_coding","chr2",202912214,202988263,"+",169,103,68,93
"ENSG00000138381","ASNSD1","ENSG00000138381_ASNSD1","protein_coding","chr2",189661385,189670831,"+",584,331,330,410
"ENSG00000138382","METTL5","ENSG00000138382_METTL5","protein_coding","chr2",169810081,169824931,"-",1654,1437,1178,1910
"ENSG00000138385","SSB","ENSG00000138385_SSB","protein_coding","chr2",169791933,169812064,"+",6926,3889,3839,5206
"ENSG00000138386","NAB1","ENSG00000138386_NAB1","protein_coding","chr2",190646746,190692766,"+",1263,884,535,928
"ENSG00000138398","PPIG","ENSG00000138398_PPIG","protein_coding","chr2",169584342,169641406,"+",2927,1758,1653,2080
"ENSG00000138399","FASTKD1","ENSG00000138399_FASTKD1","protein_coding","chr2",169528508,169573875,"-",1007,631,505,548
"ENSG00000138400","MDH1B","ENSG00000138400_MDH1B","protein_coding","chr2",206737763,206765328,"-",32,19,10,5
"ENSG00000138413","IDH1","ENSG00000138413_IDH1","protein_coding","chr2",208236229,208266074,"-",6373,6723,3715,6681
"ENSG00000138430","OLA1","ENSG00000138430_OLA1","protein_coding","chr2",174072447,174248599,"-",4549,2589,2862,3457
"ENSG00000138433","CIR1","ENSG00000138433_CIR1","protein_coding","chr2",174348022,174395712,"-",582,497,344,620
"ENSG00000138434","ITPRID2","ENSG00000138434_ITPRID2","protein_coding","chr2",181891730,181930738,"+",3658,1693,1675,3145
"ENSG00000138439","FAM117B","ENSG00000138439_FAM117B","protein_coding","chr2",202634969,202769757,"+",189,185,106,196
"ENSG00000138442","WDR12","ENSG00000138442_WDR12","protein_coding","chr2",202874261,203014798,"-",2214,799,1109,1081
"ENSG00000138443","ABI2","ENSG00000138443_ABI2","protein_coding","chr2",203328280,203447728,"+",2049,1285,1127,1880
"ENSG00000138448","ITGAV","ENSG00000138448_ITGAV","protein_coding","chr2",186590010,186680901,"+",1756,1703,914,1492
"ENSG00000138459","SLC35A5","ENSG00000138459_SLC35A5","protein_coding","chr3",112561709,112585579,"+",699,421,289,403
"ENSG00000138463","SLC49A4","ENSG00000138463_SLC49A4","protein_coding","chr3",122795069,122881139,"+",341,152,203,152
"ENSG00000138468","SENP7","ENSG00000138468_SENP7","protein_coding","chr3",101324205,101513241,"-",311,109,191,145
"ENSG00000138495","COX17","ENSG00000138495_COX17","protein_coding","chr3",119654513,119677454,"-",638,376,467,557
"ENSG00000138496","PARP9","ENSG00000138496_PARP9","protein_coding","chr3",122527924,122564577,"-",785,1103,455,1227
"ENSG00000138587","MNS1","ENSG00000138587_MNS1","protein_coding","chr15",56421544,56465137,"-",121,53,73,53
"ENSG00000138592","USP8","ENSG00000138592_USP8","protein_coding","chr15",50424380,50514421,"+",1805,1033,1007,1174
"ENSG00000138593","SECISBP2L","ENSG00000138593_SECISBP2L","protein_coding","chr15",48988476,49046447,"-",578,464,305,545
"ENSG00000138594","TMOD3","ENSG00000138594_TMOD3","protein_coding","chr15",51829628,51947295,"+",3030,1941,2091,2812
"ENSG00000138600","SPPL2A","ENSG00000138600_SPPL2A","protein_coding","chr15",50702266,50765948,"-",1297,852,716,776
"ENSG00000138604","GLCE","ENSG00000138604_GLCE","protein_coding","chr15",69160584,69272217,"+",1117,593,604,755
"ENSG00000138606","SHF","ENSG00000138606_SHF","protein_coding","chr15",45167214,45201175,"-",37,82,34,60
"ENSG00000138613","APH1B","ENSG00000138613_APH1B","protein_coding","chr15",63276018,63309126,"+",192,244,120,263
"ENSG00000138614","INTS14","ENSG00000138614_INTS14","protein_coding","chr15",65578753,65611289,"-",2271,1464,1221,1798
"ENSG00000138617","PARP16","ENSG00000138617_PARP16","protein_coding","chr15",65234460,65300618,"-",275,260,183,299
"ENSG00000138621","PPCDC","ENSG00000138621_PPCDC","protein_coding","chr15",75023586,75117462,"+",406,168,194,179
"ENSG00000138623","SEMA7A","ENSG00000138623_SEMA7A","protein_coding","chr15",74409289,74433958,"-",293,305,204,330
"ENSG00000138629","UBL7","ENSG00000138629_UBL7","protein_coding","chr15",74445977,74461182,"-",1106,885,639,724
"ENSG00000138639","ARHGAP24","ENSG00000138639_ARHGAP24","protein_coding","chr4",85475150,86002668,"+",124,94,43,85
"ENSG00000138640","FAM13A","ENSG00000138640_FAM13A","protein_coding","chr4",88725955,89111398,"-",439,279,229,389
"ENSG00000138642","HERC6","ENSG00000138642_HERC6","protein_coding","chr4",88378739,88443097,"+",214,251,139,466
"ENSG00000138646","HERC5","ENSG00000138646_HERC5","protein_coding","chr4",88457119,88506163,"+",228,212,201,991
"ENSG00000138658","ZGRF1","ENSG00000138658_ZGRF1","protein_coding","chr4",112539333,112636995,"-",879,265,412,323
"ENSG00000138660","AP1AR","ENSG00000138660_AP1AR","protein_coding","chr4",112231740,112273110,"+",725,360,377,627
"ENSG00000138663","COPS4","ENSG00000138663_COPS4","protein_coding","chr4",83034447,83075818,"+",1657,986,874,1362
"ENSG00000138668","HNRNPD","ENSG00000138668_HNRNPD","protein_coding","chr4",82352498,82374503,"-",11022,4894,5984,5335
"ENSG00000138669","PRKG2","ENSG00000138669_PRKG2","protein_coding","chr4",81087370,81215222,"-",21,20,7,7
"ENSG00000138674","SEC31A","ENSG00000138674_SEC31A","protein_coding","chr4",82818509,82901166,"-",4180,3170,3007,4191
"ENSG00000138678","GPAT3","ENSG00000138678_GPAT3","protein_coding","chr4",83535914,83605875,"+",211,87,105,174
"ENSG00000138685","FGF2","ENSG00000138685_FGF2","protein_coding","chr4",122826682,122898236,"+",44,106,46,219
"ENSG00000138686","BBS7","ENSG00000138686_BBS7","protein_coding","chr4",121824329,121870487,"-",747,654,450,823
"ENSG00000138688","BLTP1","ENSG00000138688_BLTP1","protein_coding","chr4",122152331,122364167,"+",1876,1417,852,1435
"ENSG00000138698","RAP1GDS1","ENSG00000138698_RAP1GDS1","protein_coding","chr4",98261384,98443858,"+",1830,1001,942,1075
"ENSG00000138709","LARP1B","ENSG00000138709_LARP1B","protein_coding","chr4",128061286,128222931,"+",1085,486,939,896
"ENSG00000138735","PDE5A","ENSG00000138735_PDE5A","protein_coding","chr4",119494397,119628804,"-",200,195,102,247
"ENSG00000138738","PRDM5","ENSG00000138738_PRDM5","protein_coding","chr4",120684919,120922870,"-",61,29,29,54
"ENSG00000138744","NAAA","ENSG00000138744_NAAA","protein_coding","chr4",75913660,75941013,"-",303,255,177,299
"ENSG00000138750","NUP54","ENSG00000138750_NUP54","protein_coding","chr4",76107562,76148485,"-",2031,913,1177,1472
"ENSG00000138756","BMP2K","ENSG00000138756_BMP2K","protein_coding","chr4",78776342,78916365,"+",872,409,568,602
"ENSG00000138757","G3BP2","ENSG00000138757_G3BP2","protein_coding","chr4",75641849,75724589,"-",5203,2793,2715,3862
"ENSG00000138758","SEPTIN11","ENSG00000138758_SEPTIN11","protein_coding","chr4",76949751,77040384,"+",4898,2171,2545,3092
"ENSG00000138759","FRAS1","ENSG00000138759_FRAS1","protein_coding","chr4",78057323,78544269,"+",523,623,208,534
"ENSG00000138760","SCARB2","ENSG00000138760_SCARB2","protein_coding","chr4",76158737,76234536,"-",3235,2898,1968,3716
"ENSG00000138764","CCNG2","ENSG00000138764_CCNG2","protein_coding","chr4",77157207,77433388,"+",892,691,768,913
"ENSG00000138767","CNOT6L","ENSG00000138767_CNOT6L","protein_coding","chr4",77713387,77819615,"-",1627,656,605,963
"ENSG00000138768","USO1","ENSG00000138768_USO1","protein_coding","chr4",75724577,75814286,"+",3169,1777,2103,2235
"ENSG00000138769","CDKL2","ENSG00000138769_CDKL2","protein_coding","chr4",75576496,75630716,"-",11,26,9,11
"ENSG00000138771","SHROOM3","ENSG00000138771_SHROOM3","protein_coding","chr4",76435229,76783253,"+",1399,938,872,2253
"ENSG00000138772","ANXA3","ENSG00000138772_ANXA3","protein_coding","chr4",78551747,78610451,"+",1430,1712,1491,2292
"ENSG00000138777","PPA2","ENSG00000138777_PPA2","protein_coding","chr4",105369077,105474067,"-",2157,1372,1182,1826
"ENSG00000138778","CENPE","ENSG00000138778_CENPE","protein_coding","chr4",103105349,103198445,"-",6761,588,1464,1006
"ENSG00000138780","GSTCD","ENSG00000138780_GSTCD","protein_coding","chr4",105708778,105847725,"+",720,310,316,372
"ENSG00000138785","INTS12","ENSG00000138785_INTS12","protein_coding","chr4",105682627,105895986,"-",881,465,569,715
"ENSG00000138792","ENPEP","ENSG00000138792_ENPEP","protein_coding","chr4",110365733,110565285,"+",47,44,30,16
"ENSG00000138794","CASP6","ENSG00000138794_CASP6","protein_coding","chr4",109688622,109703583,"-",595,421,237,442
"ENSG00000138795","LEF1","ENSG00000138795_LEF1","protein_coding","chr4",108047545,108168956,"-",90,32,47,79
"ENSG00000138796","HADH","ENSG00000138796_HADH","protein_coding","chr4",107989714,108035241,"+",2028,840,1048,1026
"ENSG00000138801","PAPSS1","ENSG00000138801_PAPSS1","protein_coding","chr4",107590276,107720234,"-",1918,1355,1105,1689
"ENSG00000138802","SEC24B","ENSG00000138802_SEC24B","protein_coding","chr4",109433772,109540896,"+",2220,1093,1051,1505
"ENSG00000138814","PPP3CA","ENSG00000138814_PPP3CA","protein_coding","chr4",101023409,101348278,"-",2233,1171,1217,1444
"ENSG00000138821","SLC39A8","ENSG00000138821_SLC39A8","protein_coding","chr4",102251080,102431258,"-",366,214,246,370
"ENSG00000138829","FBN2","ENSG00000138829_FBN2","protein_coding","chr5",128257909,128659185,"-",439,940,745,1583
"ENSG00000138834","MAPK8IP3","ENSG00000138834_MAPK8IP3","protein_coding","chr16",1706166,1770351,"+",1314,1641,1014,666
"ENSG00000138835","RGS3","ENSG00000138835_RGS3","protein_coding","chr9",113444731,113597743,"+",1034,1342,1090,1630
"ENSG00000138867","GUCD1","ENSG00000138867_GUCD1","protein_coding","chr22",24540423,24555935,"-",3357,2547,1819,3172
"ENSG00000138942","RNF185","ENSG00000138942_RNF185","protein_coding","chr22",31160182,31207019,"+",1448,1322,922,1645
"ENSG00000138944","SHISAL1","ENSG00000138944_SHISAL1","protein_coding","chr22",44243665,44312951,"-",9,33,6,21
"ENSG00000139044","B4GALNT3","ENSG00000139044_B4GALNT3","protein_coding","chr12",459939,563509,"+",356,519,248,552
"ENSG00000139055","ERP27","ENSG00000139055_ERP27","protein_coding","chr12",14914039,14938537,"-",41,41,12,41
"ENSG00000139083","ETV6","ENSG00000139083_ETV6","protein_coding","chr12",11649674,11895377,"+",537,377,407,577
"ENSG00000139112","GABARAPL1","ENSG00000139112_GABARAPL1","protein_coding","chr12",10212458,10223128,"+",552,1245,428,1433
"ENSG00000139116","KIF21A","ENSG00000139116_KIF21A","protein_coding","chr12",39293228,39443390,"-",1027,343,405,531
"ENSG00000139117","CPNE8","ENSG00000139117_CPNE8","protein_coding","chr12",38646822,38907430,"-",260,168,213,411
"ENSG00000139131","YARS2","ENSG00000139131_YARS2","protein_coding","chr12",32727490,32755897,"-",1334,1076,845,1442
"ENSG00000139132","FGD4","ENSG00000139132_FGD4","protein_coding","chr12",32399558,32646050,"+",298,200,160,235
"ENSG00000139133","ALG10","ENSG00000139133_ALG10","protein_coding","chr12",34022468,34029694,"+",100,32,41,42
"ENSG00000139144","PIK3C2G","ENSG00000139144_PIK3C2G","protein_coding","chr12",18242961,18648416,"+",281,183,172,165
"ENSG00000139146","SINHCAF","ENSG00000139146_SINHCAF","protein_coding","chr12",31280584,31327058,"-",2348,1006,1175,1609
"ENSG00000139154","AEBP2","ENSG00000139154_AEBP2","protein_coding","chr12",19404045,19720801,"+",751,449,371,636
"ENSG00000139160","ETFBKMT","ENSG00000139160_ETFBKMT","protein_coding","chr12",31647160,31673114,"+",24,23,3,22
"ENSG00000139163","ETNK1","ENSG00000139163_ETNK1","protein_coding","chr12",22625075,22690665,"+",1190,489,582,570
"ENSG00000139168","ZCRB1","ENSG00000139168_ZCRB1","protein_coding","chr12",42312086,42326257,"-",1508,1173,894,1350
"ENSG00000139173","TMEM117","ENSG00000139173_TMEM117","protein_coding","chr12",43835967,44389762,"+",297,196,130,178
"ENSG00000139174","PRICKLE1","ENSG00000139174_PRICKLE1","protein_coding","chr12",42456757,42590355,"-",82,70,8,28
"ENSG00000139178","C1RL","ENSG00000139178_C1RL","protein_coding","chr12",7089587,7109238,"-",206,289,117,203
"ENSG00000139180","NDUFA9","ENSG00000139180_NDUFA9","protein_coding","chr12",4649095,4694317,"+",492,325,315,328
"ENSG00000139182","CLSTN3","ENSG00000139182_CLSTN3","protein_coding","chr12",7129698,7158945,"+",1775,2198,1084,2031
"ENSG00000139190","VAMP1","ENSG00000139190_VAMP1","protein_coding","chr12",6462237,6470677,"-",218,148,124,191
"ENSG00000139192","TAPBPL","ENSG00000139192_TAPBPL","protein_coding","chr12",6451690,6466517,"+",246,218,114,163
"ENSG00000139197","PEX5","ENSG00000139197_PEX5","protein_coding","chr12",7188685,7218574,"+",1516,1128,907,1891
"ENSG00000139200","PIANP","ENSG00000139200_PIANP","protein_coding","chr12",6693791,6700815,"-",169,181,81,219
"ENSG00000139211","AMIGO2","ENSG00000139211_AMIGO2","protein_coding","chr12",47075707,47079959,"-",2178,1970,3093,3810
"ENSG00000139218","SCAF11","ENSG00000139218_SCAF11","protein_coding","chr12",45919131,45992120,"-",3567,1894,1700,2870
"ENSG00000139219","COL2A1","ENSG00000139219_COL2A1","protein_coding","chr12",47972967,48004554,"-",35,39,21,32
"ENSG00000139233","LLPH","ENSG00000139233_LLPH","protein_coding","chr12",66116555,66130750,"-",579,284,266,424
"ENSG00000139239","RPL14P1","ENSG00000139239_RPL14P1","processed_pseudogene","chr12",62965325,62965969,"+",737,563,475,573
"ENSG00000139263","LRIG3","ENSG00000139263_LRIG3","protein_coding","chr12",58872149,58920504,"-",400,210,164,211
"ENSG00000139266","MARCHF9","ENSG00000139266_MARCHF9","protein_coding","chr12",57755103,57760411,"+",739,983,576,1065
"ENSG00000139278","GLIPR1","ENSG00000139278_GLIPR1","protein_coding","chr12",75480753,75503863,"+",327,218,91,128
